v1_0,v1_1,v1_2,v1_3,v1_4,v2_0,v2_1,v2_2,v2_3,v2_4,v3_0,v3_1,v3_2,v3_3,v3_4,v3_5,v3_6,v3_7,v3_8,v3_9,v3_10,v3_11,v3_12,v3_13,v3_14,v3_15,v3_16,v3_17,v3_18,v3_19,v3_20,v3_21,v3_22,v3_23,v3_24,v3_25,v3_26,v3_27,v3_28,v3_29,a1,a2,label,weight
2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,0.5,0.16970562748477142
-2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-2.0,0.5,0.17088007490635063
2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,2.0,0.5,0.17204650534085253
-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.17320508075688773
1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.5,0.17435595774162693
-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,-5.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.17549928774784246
1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.5,0.17663521732655696
-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,6.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,-1.0,-1.0,0.5,0.1777638883463118
1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.5,0.17888543819998318
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.18000000000000002
1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.5,0.18110770276274835
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.182208671582886
1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,1.0,1.0,0.5,0.1833030277982336
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.18439088914585777
1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.1854723699099141
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.1865475810617763
1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,1.0,1.0,0.5,0.1876166303929372
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.18867962264113208
1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.18973665961010278
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,-5.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,-1.0,-1.0,0.5,0.19078784028338913
1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.1918332609325088
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.1928730152198591
1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.19390719429665315
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.19493588689617927
1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.19595917942265426
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.1969771560359221
1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.19798989873223333
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,0.5,0.198997487421324
1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.2
0.0,0.0,0.0,0.0,0.0,30.0,6.0,7.0,5.0,8.0,4.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,-5.0,-3.0,-2.0,-4.0,0.0,0.0,1.0,0.12403473458920845
0.0,0.0,0.0,0.0,0.0,30.0,6.0,7.0,5.0,8.0,6.0,5.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,0.0,-3.0,-5.0,-6.0,0.0,0.0,0.0,0.17541160386140583
0.0,0.0,0.0,0.0,0.0,30.0,5.0,7.0,5.0,8.0,4.0,0.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-6.0,-5.0,-3.0,-2.0,-4.0,-1.0,0.0,1.0,0.21483446221182986
-1.0,0.0,0.0,0.0,0.0,22.0,6.0,7.0,5.0,8.0,6.0,5.0,3.0,2.0,4.0,1.0,-2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,0.0,-3.0,-5.0,-6.0,1.0,0.0,0.0,0.2480694691784169
1.0,0.0,0.0,0.0,0.0,30.0,2.0,7.0,5.0,8.0,4.0,0.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,2.0,-1.0,0.0,-1.0,-6.0,-5.0,-3.0,-2.0,-4.0,-2.0,0.0,1.0,0.2773500981126146
-1.0,0.0,0.0,0.0,0.0,21.0,6.0,7.0,5.0,8.0,6.0,5.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,0.0,-3.0,-5.0,-6.0,2.0,0.0,0.0,0.3038218101251
1.0,0.0,0.0,0.0,0.0,30.0,3.0,7.0,5.0,8.0,4.0,0.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-6.0,-5.0,-3.0,-2.0,-4.0,-3.0,0.0,1.0,0.3281650616569468
-1.0,0.0,0.0,0.0,0.0,20.0,6.0,7.0,5.0,8.0,6.0,5.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-2.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-4.0,0.0,-3.0,-5.0,-6.0,2.0,0.0,0.0,0.35082320772281167
1.0,0.0,0.0,0.0,0.0,29.0,3.0,7.0,5.0,8.0,4.0,0.0,3.0,5.0,6.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-5.0,0.0,-1.0,-6.0,0.0,-3.0,-2.0,-4.0,-2.0,0.0,1.0,0.3721042037676254
-1.0,0.0,0.0,0.0,0.0,20.0,6.0,7.0,5.0,6.0,6.0,0.0,3.0,2.0,4.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-2.0,-1.0,-1.0,-4.0,0.0,-3.0,-5.0,-6.0,2.0,0.0,0.0,0.3922322702763681
1.0,0.0,0.0,0.0,0.0,29.0,6.0,7.0,5.0,8.0,4.0,0.0,3.0,5.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-3.0,-5.0,0.0,-1.0,-6.0,0.0,0.0,-2.0,-4.0,-2.0,0.0,1.0,0.41137667560372115
-1.0,0.0,0.0,0.0,0.0,20.0,6.0,7.0,5.0,6.0,6.0,0.0,0.0,2.0,4.0,0.0,3.0,5.0,0.0,1.0,1.0,-2.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-4.0,0.0,-3.0,-5.0,-6.0,2.0,0.0,0.0,0.4296689244236597
1.0,0.0,0.0,0.0,0.0,26.0,2.0,6.0,6.0,7.0,4.0,0.0,3.0,5.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,2.0,-1.0,-1.0,0.0,0.0,-3.0,-5.0,0.0,-1.0,0.0,-6.0,0.0,-2.0,-4.0,-2.0,0.0,1.0,0.4472135954999579
-1.0,0.0,0.0,0.0,0.0,20.0,6.0,7.0,5.0,6.0,0.0,6.0,0.0,2.0,4.0,0.0,3.0,5.0,0.0,1.0,1.0,-2.0,1.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-4.0,0.0,-3.0,-5.0,-6.0,1.0,0.0,0.0,0.4640954808922571
1.0,0.0,0.0,0.0,0.0,23.0,2.0,6.0,4.0,7.0,4.0,0.0,3.0,5.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,2.0,-1.0,-1.0,0.0,-6.0,-3.0,-5.0,0.0,-1.0,0.0,0.0,0.0,-2.0,-4.0,-1.0,0.0,1.0,0.4803844614152614
-1.0,0.0,0.0,0.0,0.0,20.0,6.0,7.0,5.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,3.0,5.0,0.0,1.0,1.0,-2.0,1.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-5.0,-1.0,-1.0,-4.0,0.0,-3.0,0.0,-6.0,1.0,0.0,0.0,0.4961389383568338
1.0,0.0,0.0,0.0,0.0,25.0,2.0,6.0,6.0,5.0,4.0,0.0,3.0,0.0,6.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,2.0,-1.0,-1.0,0.0,0.0,-3.0,-5.0,0.0,-1.0,0.0,-6.0,0.0,-2.0,-4.0,-1.0,0.0,1.0,0.5114083119567588
-1.0,0.0,0.0,0.0,0.0,18.0,5.0,6.0,6.0,5.0,0.0,6.0,0.0,2.0,4.0,0.0,3.0,5.0,0.0,1.0,1.0,-2.0,1.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-5.0,-1.0,-1.0,-4.0,0.0,-3.0,-6.0,0.0,1.0,0.0,0.0,0.5262348115842176
1.0,0.0,0.0,0.0,0.0,23.0,2.0,6.0,4.0,5.0,4.0,0.0,3.0,6.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,2.0,-1.0,-1.0,0.0,-6.0,-3.0,-5.0,0.0,-1.0,0.0,0.0,0.0,-2.0,-4.0,-1.0,0.0,1.0,0.5406548735632486
-1.0,0.0,0.0,0.0,0.0,18.0,5.0,6.0,6.0,5.0,0.0,0.0,0.0,2.0,4.0,6.0,3.0,5.0,0.0,1.0,1.0,-2.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-5.0,0.0,-1.0,-4.0,0.0,-3.0,-6.0,0.0,0.0,0.0,0.0,0.6563301233138936
1.0,0.0,0.0,0.0,0.0,24.0,2.0,6.0,6.0,5.0,4.0,0.0,3.0,6.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,-1.0,-1.0,0.0,0.0,-3.0,-5.0,0.0,-1.0,0.0,-6.0,0.0,-2.0,-4.0,0.0,0.0,1.0,0.6679474875720741
-1.0,0.0,0.0,0.0,0.0,18.0,5.0,6.0,6.0,5.0,0.0,6.0,0.0,2.0,4.0,0.0,3.0,5.0,0.0,1.0,1.0,-2.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-5.0,-3.0,-1.0,-4.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.6793662204867574
1.0,0.0,0.0,0.0,0.0,24.0,2.0,6.0,6.0,5.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,5.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,-1.0,-1.0,0.0,0.0,0.0,-5.0,0.0,-1.0,0.0,-6.0,-3.0,-2.0,-4.0,0.0,0.0,1.0,0.6905961749988752
-1.0,0.0,-1.0,0.0,0.0,18.0,5.0,0.0,6.0,5.0,0.0,6.0,-2.0,2.0,4.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-5.0,-3.0,-1.0,-4.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.7016464154456233
1.0,-1.0,1.0,0.0,0.0,24.0,0.0,6.0,6.0,5.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,5.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-6.0,-5.0,-2.0,-4.0,0.0,0.0,1.0,0.7125253031944253
-2.0,1.0,-1.0,0.0,0.0,15.0,5.0,0.0,6.0,6.0,0.0,6.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-5.0,-3.0,-1.0,-4.0,0.0,0.0,-6.0,0.0,-2.0,0.0,0.0,0.723240570679579
1.0,-1.0,1.0,0.0,0.0,20.0,0.0,6.0,6.0,5.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-5.0,-2.0,-4.0,-1.0,0.0,1.0,0.7337993857053428
-1.0,1.0,-1.0,0.0,0.0,13.0,5.0,0.0,6.0,6.0,0.0,6.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-5.0,-3.0,-1.0,0.0,0.0,-4.0,-6.0,0.0,1.0,0.0,0.0,0.7442084075352507
1.0,-1.0,1.0,0.0,0.0,20.0,0.0,6.0,6.0,5.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,5.0,3.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-5.0,-2.0,-4.0,-2.0,0.0,1.0,0.7544738360147217
-2.0,1.0,-1.0,0.0,0.0,9.0,5.0,0.0,6.0,6.0,0.0,6.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-5.0,-3.0,-1.0,0.0,0.0,-4.0,-6.0,0.0,-1.0,0.0,0.0,0.7646014547562571
1.0,-1.0,1.0,0.0,0.0,16.0,0.0,6.0,6.0,5.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-5.0,-2.0,-4.0,-1.0,1.0,1.0,0.7745966692414834
-1.0,1.0,-1.0,0.0,0.0,9.0,5.0,0.0,6.0,6.0,0.0,6.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-5.0,-3.0,-1.0,0.0,-4.0,0.0,-6.0,0.0,1.0,-1.0,0.0,0.7844645405527362
1.0,-1.0,1.0,0.0,0.0,17.0,0.0,7.0,6.0,6.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,-5.0,-2.0,-4.0,-1.0,1.0,1.0,0.7942098153317112
-2.0,1.0,-1.0,0.0,0.0,6.0,5.0,0.0,6.0,6.0,6.0,0.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-3.0,-1.0,0.0,0.0,0.0,-5.0,0.0,-1.0,0.0,-4.0,0.0,-6.0,0.0,-1.0,-2.0,0.0,0.8038369524685004
2.0,-1.0,1.0,0.0,0.0,17.0,0.0,5.0,6.0,6.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,-1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,-5.0,0.0,-4.0,1.0,2.0,1.0,0.8133501469468494
-2.0,0.0,-1.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-3.0,0.0,0.0,0.0,0.0,-5.0,0.0,-1.0,0.0,-4.0,0.0,-6.0,0.0,-2.0,-2.0,0.0,0.8227533512074423
1.0,0.0,1.0,0.0,0.0,11.0,0.0,5.0,6.0,6.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,-1.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-4.0,0.0,1.0,1.0,0.8320502943378437
-1.0,0.0,-1.0,0.0,0.0,6.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,5.0,0.0,0.0,-1.0,0.0,-3.0,0.0,0.0,0.0,0.0,-5.0,0.0,-1.0,0.0,0.0,0.0,-6.0,0.0,0.0,-1.0,0.0,0.8412444993533733
1.0,0.0,1.0,0.0,0.0,11.0,0.0,5.0,3.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,-1.0,4.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,-4.0,0.0,0.0,1.0,1.0,0.8503392987960294
-1.0,0.0,-1.0,0.0,0.0,5.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,5.0,0.0,0.0,-1.0,0.0,-3.0,0.0,0.0,0.0,0.0,-5.0,0.0,-1.0,0.0,0.0,-6.0,0.0,0.0,0.0,-1.0,0.0,0.8593378488473195
1.0,0.0,1.0,0.0,0.0,11.0,0.0,5.0,3.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,-1.0,4.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-6.0,0.0,0.0,-4.0,0.0,0.0,1.0,1.0,0.8682431421244592
-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,-1.0,0.0,-3.0,0.0,0.0,0.0,0.0,-5.0,0.0,-1.0,0.0,0.0,-6.0,0.0,0.0,-1.0,-2.0,0.0,0.8770580193070292
2.0,0.0,1.0,0.0,0.0,11.0,0.0,4.0,3.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-6.0,0.0,-4.0,0.0,1.0,2.0,1.0,0.8857851797221404
-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,6.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,-1.0,0.0,-3.0,0.0,0.0,0.0,0.0,-5.0,0.0,-1.0,0.0,0.0,-6.0,0.0,0.0,-1.0,-2.0,0.0,0.8944271909999159
